Item Id,Item URI,Dublin Core:Title,Dublin Core:Subject,Dublin Core:Description,Dublin Core:Creator,Dublin Core:Source,Dublin Core:Publisher,Dublin Core:Date,Dublin Core:Contributor,Dublin Core:Rights,Dublin Core:Relation,Dublin Core:Format,Dublin Core:Language,Dublin Core:Type,Dublin Core:Identifier,Dublin Core:Coverage,Item Type Metadata:Text,Item Type Metadata:Transcription,Item Type Metadata:Local URL,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Item Type Metadata:From,Item Type Metadata:To,Item Type Metadata:Number of Attachments,Item Type Metadata:URL,Item Type Metadata:Birth Date,Item Type Metadata:Birthplace,Item Type Metadata:Death Date,Item Type Metadata:Biographical Text,Item Type Metadata:Bibliography,Item Type Metadata:Journal Entry,Item Type Metadata:Footnotes,Item Type Metadata:Location,PDF Text:Text,tags,file,itemType,collection,public,featured
1259,https://georgeeliotarchive.org/items/show/1259,"George Eliot to Maria Bury Congreve, 1870-12-02",Maria Bury Congreve,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:105-106","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1870-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Maria Bury Congreve",https://georgeeliotarchive.org/files/original/844dc0f67a652bb9f9fde16e0a13423a.pdf,,Correspondence - The John Cross Collection,1,0
1258,https://georgeeliotarchive.org/items/show/1258,"George Eliot to Barbara Leigh Smith Bodichon, 1870-11-ND",Barbara Leigh Smith Bodichon,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:104-105","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1870-11-ND,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbara Leigh Smith Bodichon,Correspondence,Cross Letters",https://georgeeliotarchive.org/files/original/ecb4287a57dfea79ebb1e2ad684e9b5d.pdf,,Correspondence - The John Cross Collection,1,0
1257,https://georgeeliotarchive.org/items/show/1257,"George Eliot to Sara Hennell, 1870-11-18",Sara Hennell,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:102-104","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1870-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Sara Sophia Hennell",https://georgeeliotarchive.org/files/original/4efd60456d1f0a646ed27f159c4ade67.pdf,,Correspondence - The John Cross Collection,1,0
1256,https://georgeeliotarchive.org/items/show/1256,"George Eliot to Barbara Leigh Smith Bodichon, 1870-08-25",Barbara Leigh Smith Bodichon,,George Eliot,"Cross, JW.<em> George Eliot's Life</em>, 1885, 3:101-102","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1870-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbara Leigh Smith Bodichon,Correspondence,Cross Letters",https://georgeeliotarchive.org/files/original/2524ba5d4527f1831608d9d069132d3f.pdf,,Correspondence - The John Cross Collection,1,0
1255,https://georgeeliotarchive.org/items/show/1255,"George Eliot to Sara Hennell, 1870-08-12",Sara Hennell,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:100-101","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1870-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Sara Sophia Hennell",https://georgeeliotarchive.org/files/original/ec7a1dad4f006d3a8f28bae6ffad100e.pdf,,Correspondence - The John Cross Collection,1,0
1254,https://georgeeliotarchive.org/items/show/1254,"George Eliot to Edith Villiers Lytton, 1870-07-08",Edith Villiers Lytton,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:97-100","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1870-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Edith Villiers Lytton",https://georgeeliotarchive.org/files/original/8d61e20ecfc0aebdff67a3d6dbc14bf7.pdf,,Correspondence - The John Cross Collection,1,0
1253,https://georgeeliotarchive.org/items/show/1253,"George Eliot to Barbara Leigh Smith Bodichon, 1870-06-23",Barbara Leigh Smith Bodichon,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:97","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1870-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbara Leigh Smith Bodichon,Correspondence,Cross Letters",https://georgeeliotarchive.org/files/original/9fabe688170bcc13f3ae687558e37757.pdf,,Correspondence - The John Cross Collection,1,0
1252,https://georgeeliotarchive.org/items/show/1252,"George Eliot to Sara Hennell, 1870-06-13",Sara Hennell,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:96-97","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1870-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Sara Sophia Hennell",https://georgeeliotarchive.org/files/original/44facb86cb16812a03a44663a5a6aaf0.pdf,,Correspondence - The John Cross Collection,1,0
1251,https://georgeeliotarchive.org/items/show/1251,"George Eliot to Sara Hennell, 1870-05-18",Sara Hennell,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:92-93","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1870-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Sara Sophia Hennell",https://georgeeliotarchive.org/files/original/2dbcaa2443739bb37e8f54cb4d5c9871.pdf,,Correspondence - The John Cross Collection,1,0
1250,https://georgeeliotarchive.org/items/show/1250,"George Eliot to Maria Bury Congreve, 1870-04-03",Maria Bury Congreve,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:90-92","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1870-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Maria Bury Congreve",https://georgeeliotarchive.org/files/original/4438d2e5d97cd603f7e84db1e0a3ef38.pdf,,Correspondence - The John Cross Collection,1,0
1249,https://georgeeliotarchive.org/items/show/1249,"George Eliot to Sara Hennell, 1870-03-16",Sara Hennell,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:89-90","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1870-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Sara Sophia Hennell",https://georgeeliotarchive.org/files/original/03622f5761ec71bf0d1886abe3df78f2.pdf,,Correspondence - The John Cross Collection,1,0
1248,https://georgeeliotarchive.org/items/show/1248,"George Eliot to Frederic Harrison, 1870-01-15",Frederic Harrison,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:88-89","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1870-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Frederic Harrison",https://georgeeliotarchive.org/files/original/696c7fb6f5594de1646fd8862f294f78.pdf,,Correspondence - The John Cross Collection,1,0
1247,https://georgeeliotarchive.org/items/show/1247,"George Eliot to Maria Bury Congreve, 1869-12-31",Maria Bury Congreve,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:88","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1869-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Maria Bury Congreve",https://georgeeliotarchive.org/files/original/feff7a1ddb8f82dd8e4f0f41c477335e.pdf,,Correspondence - The John Cross Collection,1,0
1246,https://georgeeliotarchive.org/items/show/1246,"George Eliot to Sara Hennell, 1869-12-15",Sara Hennell,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:87-88","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1869-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Sara Sophia Hennell",https://georgeeliotarchive.org/files/original/4a019bba2487e452c0daa665f2dffaa8.pdf,,Correspondence - The John Cross Collection,1,0
1245,https://georgeeliotarchive.org/items/show/1245,"George Eliot to Sara Hennell, 1869-09-21",Sara Hennell,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:85-86","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1869-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Sara Sophia Hennell",https://georgeeliotarchive.org/files/original/eadc3f48075919a97aa457fc3c01541a.pdf,,Correspondence - The John Cross Collection,1,0
1244,https://georgeeliotarchive.org/items/show/1244,"George Eliot to Maria Bury Congreve, 1869-08-01",Maria Bury Congreve,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:83","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1869-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Maria Bury Congreve",https://georgeeliotarchive.org/files/original/c30dcb058396155cd512a231158c2928.pdf,,Correspondence - The John Cross Collection,1,0
1243,https://georgeeliotarchive.org/items/show/1243,"George Eliot to Harriet Beecher Stowe, 1869-07-11",Harriet Beecher Stowe,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:78-81","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1869-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Harriet Beecher Stowe",https://georgeeliotarchive.org/files/original/95bc8b19acfc2b5e74280b45bcb4b3cc.pdf,,Correspondence - The John Cross Collection,1,0
1242,https://georgeeliotarchive.org/items/show/1242,"George Eliot to Frederic Harrison, 1869-06-06",Frederic Harrison,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:77","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1869-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Frederic Harrison",https://georgeeliotarchive.org/files/original/99238a745ab06c625fe327017012f460.pdf,,Correspondence - The John Cross Collection,1,0
1241,https://georgeeliotarchive.org/items/show/1241,"George Eliot to Maria Bury Congreve, 1869-05-26",Maria Bury Congreve,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:75-77","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1869-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Maria Bury Congreve",https://georgeeliotarchive.org/files/original/a48d5104c85e0f73d62341f268d23bd1.pdf,,Correspondence - The John Cross Collection,1,0
1240,https://georgeeliotarchive.org/items/show/1240,"George Eliot to Harriet Beecher Stowe, 1869-05-08",Harriet Beecher Stowe,,George Eliot,"Cross, JW.<em> George Eliot's Life</em>, 1885, 3:71-75","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1869-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Harriet Beecher Stowe",https://georgeeliotarchive.org/files/original/5f5f261d6134e9d20d061c5894ffee5b.pdf,,Correspondence - The John Cross Collection,1,0
1239,https://georgeeliotarchive.org/items/show/1239,"George Eliot to Maria Bury Congreve, 1869-05-04",Maria Bury Congreve,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:68-70","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1869-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Maria Bury Congreve",https://georgeeliotarchive.org/files/original/0383596c7c1ed163b87664749f570237.pdf,,Correspondence - The John Cross Collection,1,0
1238,https://georgeeliotarchive.org/items/show/1238,"George Eliot to Sara Hennell, 1869-02-15",Sara Hennell,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:67-68","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1869-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Sara Sophia Hennell",https://georgeeliotarchive.org/files/original/a222ec393d80c92461af935cfdf47cf1.pdf,,Correspondence - The John Cross Collection,1,0
1237,https://georgeeliotarchive.org/items/show/1237,"George Eliot to Robert Lytton, [1868]-ND-ND",Robert Lytton,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:62-63","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-ND-ND?,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Robert Lytton",https://georgeeliotarchive.org/files/original/e1aa3706c7a8cb34ccfe301cd061671f.pdf,,Correspondence - The John Cross Collection,1,0
1236,https://georgeeliotarchive.org/items/show/1236,"George Eliot to John Blackwood, 1868-12-31",John Blackwood,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:60-62","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,John Blackwood",https://georgeeliotarchive.org/files/original/6fea4421266e9ca7182a31399afc3567.pdf,,Correspondence - The John Cross Collection,1,0
1235,https://georgeeliotarchive.org/items/show/1235,"George Eliot to Maria Bury Congreve, 1868-12-29",Maria Bury Congreve,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:59-60","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Maria Bury Congreve",https://georgeeliotarchive.org/files/original/17c1a87e06c8d931650af98b27c10bd7.pdf,,Correspondence - The John Cross Collection,1,0
1234,https://georgeeliotarchive.org/items/show/1234,"George Eliot to Charles and Cara Bray, 1868-12-19",Charles and Cara Bray,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:59","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caroline [Cara] Hennell Bray,Charles Bray,Correspondence,Cross Letters",https://georgeeliotarchive.org/files/original/ed2cbc289902c434b3a167585a1486ef.pdf,,Correspondence - The John Cross Collection,1,0
1233,https://georgeeliotarchive.org/items/show/1233,"George Eliot to Maria Bury Congreve, 1868-12-16",Maria Bury Congreve,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:59","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Maria Bury Congreve",https://georgeeliotarchive.org/files/original/77d2543b6ef6726bd534e23e0a58f3ee.pdf,,Correspondence - The John Cross Collection,1,0
1232,https://georgeeliotarchive.org/items/show/1232,"George Eliot to Barbara Leigh Smith Bodichon, 1868-12-12",Barbara Leigh Smith Bodichon,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:58-59","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbara Leigh Smith Bodichon,Correspondence,Cross Letters",https://georgeeliotarchive.org/files/original/6fa578a8b94282cf6e4559a4320fcf17.pdf,,Correspondence - The John Cross Collection,1,0
1231,https://georgeeliotarchive.org/items/show/1231,"George Eliot to Cara Hennell Bray, 1868-11-30",Cara Hennell Bray,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:58","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caroline [Cara] Hennell Bray,Correspondence,Cross Letters",https://georgeeliotarchive.org/files/original/6679525244a45690cb744f6052fb1b1e.pdf,,Correspondence - The John Cross Collection,1,0
1230,https://georgeeliotarchive.org/items/show/1230,"George Eliot to Sara Hennell, 1868-11-20",Sara Hennell,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:57-58","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Sara Sophia Hennell",https://georgeeliotarchive.org/files/original/1ca61f2e653ca07a8c90b0265e7af1fb.pdf,,Correspondence - The John Cross Collection,1,0
1229,https://georgeeliotarchive.org/items/show/1229,"George Eliot to Barbara Leigh Smith Bodichon, 1868-11-16",Barbara Leigh Smith Bodichon,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:56-57","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbara Leigh Smith Bodichon,Correspondence,Cross Letters",https://georgeeliotarchive.org/files/original/940d4e984e264c2f1505a3132ed74d3f.pdf,,Correspondence - The John Cross Collection,1,0
1228,https://georgeeliotarchive.org/items/show/1228,"George Eliot to Maria Bury Congreve, 1868-11-12",Maria Bury Congreve,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:56","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Maria Bury Congreve",https://georgeeliotarchive.org/files/original/4404a53a8a53cba5c3e5dc7b6a16ea82.pdf,,Correspondence - The John Cross Collection,1,0
1227,https://georgeeliotarchive.org/items/show/1227,"George Eliot to Maria Bury Congreve, 1868-10-30",Maria Bury Congreve,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:55","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Maria Bury Congreve",https://georgeeliotarchive.org/files/original/14e3d4df4c00785c0d6b18b5d271d949.pdf,,Correspondence - The John Cross Collection,1,0
1226,https://georgeeliotarchive.org/items/show/1226,"George Eliot to Maria Bury Congreve, 1868-10-27",Maria Bury Congreve,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:54-55","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Maria Bury Congreve",https://georgeeliotarchive.org/files/original/ab062fb2fd8d594c1c6fe261944a24eb.pdf,,Correspondence - The John Cross Collection,1,0
1225,https://georgeeliotarchive.org/items/show/1225,"George Eliot to John Blackwood, 1868-10-21",John Blackwood,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:53-54","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,John Blackwood",https://georgeeliotarchive.org/files/original/13f0adc8183b1adb1ae372a5725ee309.pdf,,Correspondence - The John Cross Collection,1,0
1224,https://georgeeliotarchive.org/items/show/1224,"George Eliot to Barbara Leigh Smith Bodichon, 1868-09-25",Barbara Leigh Smith Bodichon,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:52-53","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbara Leigh Smith Bodichon,Correspondence,Cross Letters",https://georgeeliotarchive.org/files/original/54b7817ededea7d514e35c13fb893370.pdf,,Correspondence - The John Cross Collection,1,0
1223,https://georgeeliotarchive.org/items/show/1223,"George Eliot to John Blackwood, 1868-09-24",John Blackwood,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:51-52","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,John Blackwood",https://georgeeliotarchive.org/files/original/1b30499dfe8dd75ffffa38f5c4b040e3.pdf,,Correspondence - The John Cross Collection,1,0
1222,https://georgeeliotarchive.org/items/show/1222,"George Eliot to Maria Bury Congreve, 1868-09-20",Maria Bury Congreve,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:50-51","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Maria Bury Congreve",https://georgeeliotarchive.org/files/original/6dd274e2734e5a5f86cbabe5ac0f6bc1.pdf,,Correspondence - The John Cross Collection,1,0
1221,https://georgeeliotarchive.org/items/show/1221,"George Eliot to W. MacIlwaine, 1868-08-10",W. MacIlwaine,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:49-50","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,W MacIlwaine",https://georgeeliotarchive.org/files/original/98132eddab48ed23573f483044182b83.pdf,,Correspondence - The John Cross Collection,1,0
1220,https://georgeeliotarchive.org/items/show/1220,"George Eliot to W. MacIlwaine, 1868-07-30",W. MacIlwaine,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:48-49","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,W MacIlwaine",https://georgeeliotarchive.org/files/original/f31a33d2ac989f72df2dca0aa3e2c4e0.pdf,,Correspondence - The John Cross Collection,1,0
1219,https://georgeeliotarchive.org/items/show/1219,"George Eliot to John Blackwood, 1868-07-30",John Blackwood,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:47-48","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,John Blackwood",https://georgeeliotarchive.org/files/original/f65315c3b47bdd895fd803e1a6cd81d0.pdf,,Correspondence - The John Cross Collection,1,0
1218,https://georgeeliotarchive.org/items/show/1218,"George Eliot to John Blackwood, 1868-07-28",John Blackwood,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:47","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,John Blackwood",https://georgeeliotarchive.org/files/original/aa4d9cfd6116c23ac441643e1198f926.pdf,,Correspondence - The John Cross Collection,1,0
1217,https://georgeeliotarchive.org/items/show/1217,"George Eliot to John Blackwood, 1868-07-24",John Blackwood,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:46","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,John Blackwood",https://georgeeliotarchive.org/files/original/d24bd41e0c657254a3fa93a241334254.pdf,,Correspondence - The John Cross Collection,1,0
1216,https://georgeeliotarchive.org/items/show/1216,"George Eliot to John Blackwood, 1868-07-07",John Blackwood,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:44-46","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,John Blackwood",https://georgeeliotarchive.org/files/original/94d462497695a3665e1d066f1effeb85.pdf,,Correspondence - The John Cross Collection,1,0
1215,https://georgeeliotarchive.org/items/show/1215,"George Eliot to François D'Albert, 1868-07-ND",François D'Albert,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:42-44","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-07-ND,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,François D'Albert",https://georgeeliotarchive.org/files/original/d9c862e46a1245bb7beadb300a040728.pdf,,Correspondence - The John Cross Collection,1,0
1214,https://georgeeliotarchive.org/items/show/1214,"George Eliot to Frederic Harrison, 1868-05-[26]",Frederic Harrison,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:42","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-05-26?,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Frederic Harrison",https://georgeeliotarchive.org/files/original/c0597b5d37d188c782461d81dc5c5519.pdf,,Correspondence - The John Cross Collection,1,0
1213,https://georgeeliotarchive.org/items/show/1213,"George Eliot to Frederic Harrison, 1868-05-25",Frederic Harrison,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:41","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,Frederic Harrison",https://georgeeliotarchive.org/files/original/f60e789bf041d596ba251cd464167698.pdf,,Correspondence - The John Cross Collection,1,0
1212,https://georgeeliotarchive.org/items/show/1212,"George Eliot to Cara Hennell Bray, 1868-05-07",Cara Hennell Bray,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:40-41","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caroline [Cara] Hennell Bray,Correspondence,Cross Letters",https://georgeeliotarchive.org/files/original/cd9c4ad0550d232d8c6f8a1d2efb0d73.pdf,,Correspondence - The John Cross Collection,1,0
1211,https://georgeeliotarchive.org/items/show/1211,"George Eliot to John Blackwood, 1868-04-29",John Blackwood,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:33-34","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,John Blackwood",https://georgeeliotarchive.org/files/original/3f244b913f88623ae562a2093141925b.pdf,,Correspondence - The John Cross Collection,1,0
1210,https://georgeeliotarchive.org/items/show/1210,"George Eliot to John Blackwood, 1868-04-21",John Blackwood,,George Eliot,"Cross, JW. <em>George Eliot's Life</em>, 1885, 3:32-33","<em>George Eliot Archive</em>, edited by Beverley Park Rilett <br />GeorgeEliotArchive.org",1868-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,"Correspondence,Cross Letters,John Blackwood",https://georgeeliotarchive.org/files/original/66b859d129ba8328235d94aa5db2e114.pdf,,Correspondence - The John Cross Collection,1,0
